FlightNumber,Date,Route,AircraftType,Distance_km,Payload_kg,PassengerCount,FuelUplifted_kg,PlannedFuel_kg,ActualFuel_kg,CG_Position_percent_MAC,DelayMinutes,DelayReason,TaxiOutTime_min,WindComponent_kts,WeatherCondition
AB3224,11-02-2024,SHJ-CAI,A321,2292,16684.5,176,9093.6,9154.2,8757.7,28.64,17,Weather,18.4,-4.3,Rain
AB3225,10-02-2024,SHJ-DOH,A321,2276.7,15544.2,200,9520.3,9596.6,9086.5,27.27,18,Late Arrival,14.2,-39.3,Fog
AB3226,26-01-2024,SHJ-JED,A320,1803.8,14972.9,153,8496.6,8636.2,8128.4,27.27,0,None,13.1,-8.1,Fog
AB3227,18-03-2024,SHJ-DEL,A321,2333.5,15542.8,240,8423.6,8599.6,8023.7,29.11,0,None,14.3,-23.9,Cloudy
AB3228,08-03-2024,SHJ-RUH,A321,2416.2,15300.1,173,9862.1,10060.5,9503.9,27.62,7,Technical,23.8,-18.2,Storm
AB3229,24-02-2024,SHJ-JED,A320,1760.9,14789.9,153,8851.4,8875.4,8676.8,27.73,0,Technical,18.4,-46,Cloudy
AB3230,19-01-2024,SHJ-CAI,A320,1856.5,14185.5,163,8436.4,8521.8,8116,29.83,17,ATC,21.9,-3.9,Storm
AB3231,11-01-2024,SHJ-CAI,A321,2333.6,18562.8,213,9493,9580.2,9258,28.27,23,None,13.4,-18.9,Cloudy
AB3232,27-02-2024,SHJ-JED,A321,2311.9,16650.3,192,10198.9,10155.3,9907.5,28.02,38,Weather,25.4,-12.1,Fog
AB3233,26-02-2024,SHJ-CAI,A320,1956.8,13221.7,159,9235.4,9338.6,8892.8,27.81,33,None,23.6,-10.3,Storm
AB3234,05-02-2024,SHJ-MCT,A321,2213.3,16143.2,223,8398.1,8425.5,8187.5,30.24,0,Technical,20,-21.9,Fog
AB3235,17-01-2024,SHJ-CAI,A320,2379.5,14441.9,127,9175.4,9265.4,8914.2,27.33,13,ATC,18.9,-29.7,Rain
AB3236,11-03-2024,SHJ-DOH,A321,2098.4,16601.3,163,8058.5,8174.9,7591.5,28.48,0,ATC,17.7,-5.2,Storm
AB3237,11-03-2024,SHJ-DEL,A321,2727.8,18392.1,192,9004.2,9062.1,8851.4,28.79,2,Late Arrival,28.3,-39.7,Storm
AB3238,23-01-2024,SHJ-CAI,A320,1791,11936.5,171,6658.3,6743.7,6248,26.6,0,Late Arrival,13.1,-16.4,Rain
AB3239,13-03-2024,SHJ-RUH,A320,1884.3,13501.6,183,6864.3,6978.4,6857,29.29,35,None,11.5,-28.2,Clear
AB3240,02-04-2024,SHJ-JED,A320,1944.8,13372.9,167,7283.6,7338.7,7092.5,28.96,10,Weather,24.4,-12.2,Clear
AB3241,18-01-2024,SHJ-MCT,A320,2121.3,14818.1,180,7879.5,7985.1,7278.6,26.03,15,Weather,13.1,-4.7,Cloudy
AB3242,12-01-2024,SHJ-CAI,A321,2345.2,16308.5,192,9646.4,9785.8,9410.5,29.56,68,Technical,15.8,-24.6,Storm
AB3243,13-02-2024,SHJ-DEL,A321,2169,16389,230,9223.7,9352.8,8726.4,28.51,0,Weather,23.2,-19.6,Clear
AB3244,08-03-2024,SHJ-DOH,A321,2201.8,15901.5,208,8861,8996.9,8424.9,28.83,6,Late Arrival,18.5,-20.1,Fog
AB3245,15-04-2024,SHJ-DEL,A320,1608.6,12099.2,149,7871.5,8012.4,7645.3,27.77,47,Weather,15.2,-17.9,Clear
AB3246,07-04-2024,SHJ-CAI,A320,1742.2,14439.8,186,8608.3,8733.3,8511.4,26.99,3,Technical,21.4,-36.8,Fog
AB3247,04-01-2024,SHJ-DEL,A320,2031.2,13646.6,208,8068.7,8228.6,7598.1,27.39,0,Weather,18.6,-28.7,Clear
AB3248,29-01-2024,SHJ-MCT,A320,2115.9,13753.1,158,6604.1,6645.4,6262.2,28.44,21,None,14.3,-5.7,Cloudy
AB3249,05-03-2024,SHJ-CAI,A321,2145,15028.8,240,8576.5,8697.8,8225.8,29.39,17,Technical,13.1,5.4,Storm
AB3250,03-01-2024,SHJ-RUH,A321,2391.2,16975.1,183,8521.6,8521.4,8155.9,29.34,0,Weather,13.7,-41.2,Storm
AB3251,11-03-2024,SHJ-DEL,A320,1849.2,15116.4,171,8457.8,8592,8141,28.47,0,Technical,22.5,-8,Clear
AB3252,27-01-2024,SHJ-MCT,A321,2127.5,14525.8,214,9826.7,9936,9570.7,30.07,57,ATC,18.7,-15,Clear
AB3253,15-03-2024,SHJ-CAI,A320,1635.2,13498.6,162,9177.7,9374.2,8795.8,26.51,0,Technical,23.5,1.7,Cloudy
AB3254,09-03-2024,SHJ-DEL,A321,2206.6,12034.4,195,9835.5,9944.7,9625.4,30.9,38,Technical,22,-21,Rain
AB3255,06-03-2024,SHJ-DOH,A320,1701.1,14757.8,165,8059.7,8124,7914.8,28.75,0,None,19.3,-13.8,Fog
AB3256,02-02-2024,SHJ-CAI,A320,1894.2,14560.3,177,7376.2,7432.5,7223,28.73,0,Technical,12.8,-35.7,Rain
AB3257,20-02-2024,SHJ-DEL,A321,1830.8,15353,230,8783.2,8857.7,8658.1,29.51,0,Weather,22.8,-41.6,Storm
AB3258,18-03-2024,SHJ-JED,A321,2120.9,16091.7,198,9435.2,9533.2,9057.3,28.39,19,Technical,19,-30,Clear
AB3259,06-01-2024,SHJ-DOH,A320,1808.5,13247.7,147,8805.8,8944.3,8461.1,28.64,0,None,23,-24.5,Cloudy
AB3260,26-01-2024,SHJ-RUH,A321,2385.8,16374.9,216,9843.2,9861.5,9461.9,27.42,23,None,19.8,-31.6,Cloudy
AB3261,23-04-2024,SHJ-RUH,A321,2272.9,15092,240,10811.6,10915.4,10449.3,28.38,0,Technical,17.4,-32.9,Clear
AB3262,23-03-2024,SHJ-JED,A320,1639.7,12583.2,169,7623,7745.9,7269.5,28.23,63,Weather,22.1,-38.9,Rain
AB3263,28-01-2024,SHJ-RUH,A320,1891.7,13946,138,6578.4,6713.2,6233,26.95,29,Technical,19.4,-2.1,Cloudy
AB3264,16-04-2024,SHJ-MCT,A321,2417.9,16341.6,240,8375.9,8431.9,7836.9,28.95,0,Technical,16.1,23.9,Storm
AB3265,02-04-2024,SHJ-CAI,A321,2107.5,17351.1,205,10436.6,10549.4,10191,29.63,0,None,31.8,-9.8,Fog
AB3266,06-04-2024,SHJ-MCT,A321,2154.8,15802.8,211,8284,8405.6,7805.8,28.91,30,Weather,14.4,-37.3,Fog
AB3267,06-02-2024,SHJ-JED,A320,1774,14127.5,175,6523.7,6469.5,6269.4,26.82,24,ATC,22.8,-37.1,Clear
AB3268,23-04-2024,SHJ-DEL,A320,1735.1,14025.6,186,9529.1,9616.1,9213.8,26.56,12,Late Arrival,28.4,-0.6,Clear
AB3269,05-02-2024,SHJ-DEL,A321,2235,16803.4,196,9142.9,9250.4,8828.1,30.01,29,Weather,20.6,-35,Fog
AB3270,21-01-2024,SHJ-DEL,A320,1607.7,13112.1,169,5973.7,6144.1,5674.3,28.67,2,Technical,14.5,-7.9,Cloudy
AB3271,24-02-2024,SHJ-JED,A321,2261.2,16253.6,198,9576.4,9715.6,9306.7,30.24,0,ATC,11.9,0.2,Storm
AB3272,24-03-2024,SHJ-DEL,A321,2233.2,15368.3,229,9841.7,9929.9,9321.4,30.11,0,None,25,-5.8,Clear
AB3273,08-02-2024,SHJ-MCT,A321,2520.9,17610.6,208,8328.9,8340.8,8089.1,28.08,18,Weather,17.8,-23.4,Cloudy
AB3274,16-01-2024,SHJ-JED,A320,1641.4,12227.6,168,8379.2,8452.5,8178.3,29.54,33,None,10.6,-21.3,Storm
AB3275,23-01-2024,SHJ-DEL,A320,2091,13783.6,159,9092.7,9239.5,8694,27.74,23,ATC,25.5,-20.7,Cloudy
AB3276,28-02-2024,SHJ-RUH,A321,2119.3,17730.1,240,11615,11701.3,11352.5,27.97,12,Technical,12.6,-27.9,Fog
AB3277,02-03-2024,SHJ-DEL,A320,1940.2,14390,128,9570.3,9622.2,9379,26.76,0,Technical,13.5,-33.1,Storm
AB3278,27-03-2024,SHJ-DOH,A320,1307.1,14129.9,169,10244.4,10319.6,9895.8,26.8,8,ATC,20.2,-27.6,Storm
AB3279,16-04-2024,SHJ-DOH,A321,2212.2,18397.4,202,7613.2,7728.9,7225.9,27.29,18,ATC,13,-13.4,Clear
AB3280,14-03-2024,SHJ-DEL,A320,2181.5,13823,186,6771.5,6972.4,6623.5,28.31,22,None,23.8,-27.9,Rain
AB3281,31-03-2024,SHJ-CAI,A321,2365,17173.5,184,11013,11048.8,10582.3,29.2,5,Technical,25.1,-41.2,Rain
AB3282,04-01-2024,SHJ-JED,A321,2920.5,16325.5,224,10887.5,10981.8,10607.1,28.5,0,None,19.4,-22,Cloudy
AB3283,31-01-2024,SHJ-JED,A321,2098.1,16049,221,8702.4,8847.4,8427.1,29.25,0,None,17.9,-13.4,Clear
AB3284,21-04-2024,SHJ-RUH,A321,2397.9,15744.6,198,8804.8,8925.1,8569.4,29.59,31,Weather,17.5,-41.1,Storm
AB3285,11-04-2024,SHJ-MCT,A320,1933.9,14159.1,166,6716.6,6756.9,6436.2,28.48,1,Technical,15.4,-43.1,Clear
AB3286,17-03-2024,SHJ-CAI,A321,2405.4,16241.4,211,8764.5,8837.9,8629.6,28.63,15,None,16.2,-30.8,Fog
AB3287,21-01-2024,SHJ-CAI,A321,1899.3,16548.5,194,10820.8,10948.9,10505.8,28.75,14,None,13.5,-37.7,Fog
AB3288,19-01-2024,SHJ-CAI,A321,2203,17070.4,171,9000.9,9124.9,8516.7,30.54,0,Weather,15.7,-5.5,Fog
AB3289,21-02-2024,SHJ-CAI,A321,2324.7,16405.6,184,10656.9,10678.3,10105.8,30.4,0,None,16.3,-16,Rain
AB3290,19-01-2024,SHJ-JED,A321,1958.9,16462.9,177,9976.1,10044.1,9452.7,28.83,7,Late Arrival,22.9,-13.9,Storm
AB3291,16-02-2024,SHJ-DOH,A320,1984.1,13493.8,173,4632.2,4671.3,4265.4,27.67,24,Late Arrival,10.3,-3.7,Cloudy
AB3292,12-02-2024,SHJ-CAI,A321,2175.1,17953.1,191,7687.2,7816.6,7390.1,29.67,0,Weather,9.9,-24.7,Fog
AB3293,20-04-2024,SHJ-JED,A320,1903.3,14465.8,196,7626.5,7786.4,7511,28.2,15,None,21.8,-1,Rain
AB3294,05-03-2024,SHJ-JED,A320,1795.4,15176.6,176,7344.4,7475.3,7067.7,27.29,27,Weather,18.8,-14.3,Fog
AB3295,21-03-2024,SHJ-JED,A320,2088.1,14356.6,166,7917.4,8033,7630.9,29.36,0,None,14.6,-0.7,Fog
AB3296,18-01-2024,SHJ-MCT,A321,2086.8,16716.1,198,7820.5,7976.3,7500.7,28.94,0,ATC,18.5,-31.3,Storm
AB3297,22-04-2024,SHJ-DEL,A320,1276.1,13919.1,175,9177.7,9310.3,8702,28.93,0,Weather,26.1,-1,Fog
AB3298,01-01-2024,SHJ-CAI,A320,1726.6,14681.7,176,9470.2,9532.9,9185.3,27.51,27,None,8.4,-65,Rain
AB3299,03-03-2024,SHJ-DEL,A321,2378.8,16774.8,210,8194.5,8262.7,8065.4,29.36,0,None,22.5,-34.3,Rain
AB3300,11-03-2024,SHJ-DOH,A321,2096.1,17203.2,202,9172.7,9231.2,8937,29.35,19,Technical,19.1,-29.2,Rain
AB3301,05-04-2024,SHJ-DOH,A320,1759.7,15595.9,136,9885.9,9976.9,9575.9,28.95,0,Technical,24.9,7.9,Storm
AB3302,20-01-2024,SHJ-JED,A320,2017.6,11897.7,180,9646,9675.6,9191.7,29.02,45,None,18.1,-41.8,Fog
AB3303,12-04-2024,SHJ-DEL,A321,2365.7,17553.9,207,8309.3,8370.8,7911.1,29.4,41,ATC,9.7,-6.4,Clear
AB3304,29-03-2024,SHJ-CAI,A320,1758.7,13819.3,175,7228.6,7239.4,7046.1,29.23,2,None,20.8,-27.3,Rain
AB3305,15-04-2024,SHJ-MCT,A320,1567.6,14652.3,171,7763.1,7815.1,7432.9,29.06,35,None,21.8,-25.6,Cloudy
AB3306,04-01-2024,SHJ-DEL,A320,1811.9,15568.8,190,9993.9,10050.4,9771.9,28.13,18,Technical,17.3,-25.8,Cloudy
AB3307,24-01-2024,SHJ-JED,A320,2053.5,13909.3,140,6900.3,7150.4,6575.6,27.02,3,ATC,30,-27.3,Storm
AB3308,16-01-2024,SHJ-DOH,A321,2291.1,18375.9,190,9190.7,9214.8,8939.2,30.57,0,Late Arrival,13.6,-26.7,Clear
AB3309,30-03-2024,SHJ-RUH,A321,2385.8,16612.9,194,9909.1,10008,9527.9,28.77,30,Technical,17.1,4.1,Rain
AB3310,27-01-2024,SHJ-CAI,A321,2048.5,15719.1,191,9261.2,9294.9,8960.9,29.1,21,Late Arrival,10.7,-27.8,Storm
AB3311,22-03-2024,SHJ-RUH,A320,1913.5,12910.6,158,9088.2,9210.2,8608.7,27.83,0,Late Arrival,22.6,-3,Clear
AB3312,04-03-2024,SHJ-CAI,A321,1968.7,17410.4,197,8640.4,8790,8355.8,29.31,15,ATC,19.8,-13,Storm
AB3313,20-04-2024,SHJ-DOH,A320,1777.2,14631.9,151,8651,8786,8265.3,28.75,19,Weather,23.9,-54.1,Fog
AB3314,20-03-2024,SHJ-CAI,A321,2370.7,18475.5,197,8766.3,8819.9,8337.6,28.33,13,None,14,-6.9,Storm
AB3315,05-01-2024,SHJ-DOH,A320,1641.8,14360.6,170,9663.9,9737.4,9247.4,26.74,26,Weather,14.7,-25,Fog
AB3316,12-01-2024,SHJ-DEL,A320,1588,14679,152,7965,8074.1,7666.9,28.66,5,None,14.3,-47.9,Clear
AB3317,28-02-2024,SHJ-DOH,A321,2220.5,16343,195,9562.6,9718.1,9177,27.46,2,Technical,22.8,3.9,Storm
AB3318,05-01-2024,SHJ-CAI,A321,2036.5,17878.3,182,10648.3,10826.4,10376.5,28.54,3,Weather,17.3,-43.1,Storm
AB3319,28-01-2024,SHJ-RUH,A321,1847.5,17010.2,229,10107.6,10231.6,9933,28.01,18,ATC,23.7,-14.5,Cloudy
AB3320,16-03-2024,SHJ-JED,A320,2093.7,13850,160,8067.4,8147.2,7901.6,27.68,4,None,19.3,-42.2,Storm
AB3321,09-01-2024,SHJ-RUH,A320,1570.9,15132.1,124,8616.4,8724.4,8353.7,29.56,7,Weather,21.1,-19.1,Fog
AB3322,19-02-2024,SHJ-RUH,A320,1778.1,13766.8,179,7268.4,7372.1,7081.6,28.19,0,Technical,17.9,-38.4,Clear
AB3323,30-03-2024,SHJ-RUH,A321,2325.4,14696.3,240,9161.8,9247.7,8948.3,29.56,27,ATC,16.6,-41.6,Storm
AB3324,07-02-2024,SHJ-MCT,A320,1557.5,14286.4,184,9117.5,9265.8,8800.7,29.91,33,Technical,22.6,-32.1,Rain
AB3325,24-02-2024,SHJ-DEL,A320,1992.5,14461.2,178,9261.1,9356,8925.3,26.93,4,None,19.1,-15.8,Clear
AB3326,26-01-2024,SHJ-DOH,A321,2248.8,17459.5,227,9437.9,9557.1,9222.6,31.25,16,Technical,16.5,-12,Storm
AB3327,09-04-2024,SHJ-JED,A320,1919.1,14584.7,192,8386.1,8497.6,7953.6,29.51,34,None,22.6,-8.2,Clear
AB3328,08-02-2024,SHJ-MCT,A320,2260.3,15076.6,148,8245.9,8449.1,7972.4,29.25,50,Technical,14.2,-3.5,Fog
AB3329,18-04-2024,SHJ-DOH,A320,1527.1,12407.9,157,9512.4,9611.5,9311.6,29.19,26,None,29.1,-19.9,Clear
AB3330,13-01-2024,SHJ-MCT,A320,1711.7,12905.5,157,6896.4,7094.6,6776,28.05,61,ATC,13.8,-26.4,Fog
AB3331,13-03-2024,SHJ-DEL,A321,2044.9,15859.2,227,10066.3,10233.4,9678.8,30.11,0,Weather,15.4,-18.2,Storm
AB3332,03-01-2024,SHJ-JED,A321,2945.6,17272.4,212,10173.3,10286.4,9933.6,29.95,9,Late Arrival,14.2,-21.2,Clear
AB3333,23-02-2024,SHJ-DOH,A320,1736.1,12642.9,153,6607.2,6650.1,6430.9,28.95,39,Technical,10.3,3.7,Fog
AB3334,30-03-2024,SHJ-DOH,A320,1574.7,14746.9,170,8635.9,8645.2,8452.4,27.2,18,ATC,27.8,-35.4,Rain
AB3335,22-04-2024,SHJ-JED,A321,2180.2,15750.9,209,7569.2,7670.4,7119.4,29.92,5,Weather,19,-3.1,Fog
AB3336,27-04-2024,SHJ-MCT,A320,1826.3,14167.7,149,7465.6,7528.7,7266.9,29.25,46,ATC,11.8,-14.1,Cloudy
AB3337,12-01-2024,SHJ-RUH,A320,1736.5,15397,167,7992.5,8015.9,7767,28.76,17,Late Arrival,19.9,-29,Storm
AB3338,25-03-2024,SHJ-RUH,A321,2170.8,17291.1,229,8321.5,8352,8084.9,29.2,27,Weather,16.6,-29.9,Storm
AB3339,09-01-2024,SHJ-JED,A320,1732.9,16306.3,188,8731,8830.4,8399,27.09,0,Weather,15.2,-34.3,Clear
AB3340,12-03-2024,SHJ-DEL,A320,1678.4,13898.1,164,7379.6,7470.2,7030.1,28.21,0,Technical,21.5,-28,Rain
AB3341,18-01-2024,SHJ-JED,A321,2521.7,16275,208,10093.6,10239.6,9712.4,30.78,23,ATC,17.7,-27.9,Clear
AB3342,06-03-2024,SHJ-DEL,A320,1773.2,15484,137,7181,7239.4,6902.9,27.59,46,Weather,16.5,-13.8,Rain
AB3343,15-03-2024,SHJ-RUH,A320,1468.4,12897.6,183,9668,9752.7,9345.9,28.5,0,Technical,19.1,-35.7,Cloudy
AB3344,10-02-2024,SHJ-MCT,A321,2358.8,14307.7,197,9459,9540.2,9235.2,29.9,9,None,13.3,-5.9,Cloudy
AB3345,25-03-2024,SHJ-DOH,A321,2250.2,16792.5,192,6952.4,7002,6743,28.39,0,Weather,18.6,-6.8,Clear
AB3346,23-01-2024,SHJ-DOH,A320,2015.2,14837.2,147,8058.9,8079.7,7602.4,29.35,0,ATC,19.5,-13.8,Cloudy
AB3347,19-04-2024,SHJ-RUH,A320,1838,16228.5,158,6360.5,6452,6024.9,28.55,27,None,17.8,-13.5,Clear
AB3348,02-03-2024,SHJ-RUH,A320,1828.8,15791.9,157,7312.9,7366.5,6924.9,28.39,6,Weather,17.5,16.6,Cloudy
AB3349,21-03-2024,SHJ-DOH,A321,2446.8,17521.6,220,8808.5,8937.7,8482.3,29.2,11,None,16,-15.9,Rain
AB3350,22-02-2024,SHJ-DEL,A321,2094.9,17203.4,169,10858.7,10905.4,10689.9,29.41,20,ATC,28.4,-15.6,Rain
AB3351,09-04-2024,SHJ-DOH,A320,1791.9,14191.3,196,10424.4,10551.5,10142.9,27.93,8,ATC,27.4,-33.9,Rain
AB3352,20-02-2024,SHJ-DOH,A320,1333.1,14317.4,189,8219.9,8357.5,7869.7,28.11,21,None,20.7,-49.4,Cloudy
AB3353,02-03-2024,SHJ-RUH,A321,2222.8,14927.2,209,9004.7,9116.9,8601.3,29.47,6,Late Arrival,23.3,-44,Cloudy
AB3354,31-01-2024,SHJ-RUH,A321,2020.9,17786.3,201,7354.2,7508,6908.9,29.71,11,Weather,26.3,-1.1,Clear
AB3355,25-02-2024,SHJ-RUH,A320,2109.6,14695.5,167,7600.8,7725.9,7427.7,28.59,3,Weather,21.1,-25,Fog
AB3356,11-01-2024,SHJ-JED,A320,1973.5,13117.9,143,7759.4,7801.5,7376.5,29.05,0,None,16.8,-41.2,Clear
AB3357,17-02-2024,SHJ-CAI,A321,1678,16866.5,206,8102.9,8225,7854.6,28.63,6,Technical,16,-28.7,Rain
AB3358,08-02-2024,SHJ-RUH,A321,2080.9,15875.3,194,8482.7,8550.7,8220.7,27.93,25,None,24.2,-20,Storm
AB3359,06-03-2024,SHJ-DOH,A321,2213.3,15807.4,231,11238.2,11312.1,10954.6,29.34,12,None,15.5,-12.9,Fog
AB3360,29-03-2024,SHJ-RUH,A320,1987.6,13214.2,215,6467.1,6578.8,6252.2,30.25,0,Weather,12.7,-11.8,Clear
AB3361,29-03-2024,SHJ-DOH,A321,2150.3,17165.3,208,8642.8,8595.1,8107.9,30.82,28,Weather,14.3,8.1,Fog
AB3362,21-03-2024,SHJ-DEL,A321,1925.7,17508.1,168,8354.1,8416.6,8169,29.01,0,Late Arrival,7.8,-13,Rain
AB3363,21-04-2024,SHJ-CAI,A320,1809.8,14408.9,168,8954.2,9104.9,8661.8,27.22,0,Technical,24.9,0.3,Rain
AB3364,26-04-2024,SHJ-MCT,A320,1914.7,13110.9,145,9328.1,9424.9,8900.8,30.34,19,Technical,12.5,-24.1,Rain
AB3365,25-01-2024,SHJ-CAI,A321,2201.1,16586.4,235,8543.7,8673.8,8376.9,28.49,58,Technical,22.7,-27.9,Fog
AB3366,24-02-2024,SHJ-JED,A320,2042.6,14730.4,177,7877.8,7872.6,7535.7,29.32,0,None,15.8,-43.9,Cloudy
AB3367,12-04-2024,SHJ-JED,A321,2099.8,16425.9,186,6725.5,6929.8,6404.8,28.65,29,ATC,25.5,-48.5,Rain
AB3368,01-04-2024,SHJ-RUH,A321,2108.5,15223.6,193,11202,11341.5,10879.6,28.96,0,Technical,21.4,-1.2,Storm
AB3369,15-03-2024,SHJ-RUH,A320,1863.5,14489.1,140,8706.9,8827.1,8272.3,26.2,42,ATC,13.3,-14.2,Rain
AB3370,22-03-2024,SHJ-MCT,A320,1990.6,15079.6,128,8117.2,8289.2,7812.1,28.46,38,Weather,20.7,-21.1,Rain
AB3371,24-01-2024,SHJ-JED,A321,2238.8,18023.6,184,10406,10463.8,10168.7,30.02,0,Technical,19.9,-27.3,Storm
AB3372,02-03-2024,SHJ-JED,A321,1728.6,16977.7,212,7589.9,7599.6,7359.8,29.73,37,None,22.2,-5.2,Storm
AB3373,09-03-2024,SHJ-CAI,A320,1696.4,14546.9,164,8185.3,8344.1,7789.6,27.61,0,Technical,17.1,-23.3,Clear
AB3374,02-02-2024,SHJ-DEL,A321,2256.9,17333,171,8829.1,8991.6,8625.5,28.79,0,None,20.7,-28.9,Storm
AB3375,01-01-2024,SHJ-DEL,A320,1797,15814.1,200,7592.6,7661.7,7310.9,26.07,30,None,30.1,-26.7,Rain
AB3376,28-04-2024,SHJ-DOH,A321,2036.6,16227.2,211,8364.5,8515.2,8110.3,29.13,35,None,19.8,-36.3,Fog
AB3377,15-03-2024,SHJ-CAI,A321,2084.8,16748.4,187,8247.7,8373.5,8066.9,28.63,33,ATC,13.5,-56.9,Clear
AB3378,24-02-2024,SHJ-JED,A321,2173.9,18147.6,210,8127.9,8287.8,7990.3,28.19,40,Weather,21.3,-31.5,Storm
AB3379,25-02-2024,SHJ-DOH,A321,2433.4,15576.1,181,8633.3,8790.2,8256.4,28.6,0,ATC,10.2,-36,Cloudy
AB3380,16-01-2024,SHJ-CAI,A320,1541.2,14265.4,203,8795.8,8861.1,8608.6,27.5,17,ATC,25.9,-27,Clear
AB3381,05-02-2024,SHJ-DEL,A321,2507.8,18603.9,203,9124.4,9227.5,8860.4,28.64,27,ATC,10.3,-28,Clear
AB3382,28-04-2024,SHJ-JED,A321,2265.8,17370.1,240,8211,8197.7,7976.2,27.89,0,Technical,15.4,-23.4,Fog
AB3383,08-01-2024,SHJ-DEL,A320,1893.9,13701.4,174,8114.1,8129.8,7917.4,28.58,42,Technical,30.7,-6,Fog
AB3384,02-04-2024,SHJ-CAI,A321,2491.5,16961.5,216,9611,9741.4,9321.6,28.48,7,Weather,12.1,-12.9,Cloudy
AB3385,29-01-2024,SHJ-RUH,A321,2008.2,16533.7,220,10085.9,10175.2,9708.7,29.49,0,None,8.1,-12,Rain
AB3386,17-04-2024,SHJ-MCT,A320,1859.7,15013.3,164,6396.8,6541.2,6106,28.48,7,ATC,9.7,-35.4,Fog
AB3387,10-02-2024,SHJ-MCT,A320,1895.4,12334.8,158,8038.4,8169.1,7623.4,28.96,16,None,13.8,-29.2,Storm
AB3388,27-01-2024,SHJ-RUH,A320,1613.5,14590.8,151,7606,7788.1,7303.8,28.66,0,None,18.8,4.8,Clear
AB3389,14-03-2024,SHJ-JED,A321,2323,14901.7,191,8508.1,8670.9,8064,28.37,0,None,18.2,-18.9,Clear
AB3390,13-01-2024,SHJ-MCT,A321,2007.5,16250.9,180,10772.3,10783.7,10648.4,29.44,0,Technical,15.5,-19.1,Storm
AB3391,19-03-2024,SHJ-MCT,A320,1935.1,13778.9,200,7999.6,8113.5,7580.5,30.13,31,None,18.2,-10.6,Rain
AB3392,14-01-2024,SHJ-DEL,A320,1747.8,13729.1,138,7191.7,7231.5,6685.6,27.34,8,Late Arrival,17.7,-14.2,Storm
AB3393,15-03-2024,SHJ-RUH,A321,2106.2,16945.4,232,10766.6,10897.2,10493.4,27.85,0,Weather,12.1,-20.7,Cloudy
AB3394,13-01-2024,SHJ-DEL,A321,2028.2,14979.3,202,7771.4,7843.5,7338.7,29.99,0,None,12,-2.4,Storm
AB3395,20-01-2024,SHJ-JED,A321,2217.7,18386.9,200,9055.1,9205.7,8654.6,29.15,76,None,16.6,-39,Storm
AB3396,03-01-2024,SHJ-RUH,A321,1999.5,16225.3,240,9313.7,9435.4,8857.1,30.08,17,Technical,19.9,-8.7,Storm
AB3397,25-02-2024,SHJ-RUH,A321,2086.7,15944.3,216,11441.1,11439.7,11295.2,28.74,30,Technical,18.3,-37.5,Storm
AB3398,05-03-2024,SHJ-RUH,A321,2215.8,14767,222,9190.9,9312.3,8899.1,29.21,0,None,23.2,-8,Fog
AB3399,27-01-2024,SHJ-CAI,A320,1445.1,13769.8,143,6731.9,6811,6378.4,27.86,0,None,19.9,-9.8,Fog
AB3400,17-04-2024,SHJ-JED,A321,2634.1,16319,181,8996.1,9057.5,8611.4,27.52,0,ATC,15.3,-36.2,Storm
AB3401,27-01-2024,SHJ-MCT,A321,2243.5,16421,225,9054.1,9129.5,8698.3,27.87,0,Technical,9.9,6.8,Rain
AB3402,01-02-2024,SHJ-JED,A321,2228.5,15704.6,202,7049.5,7216.4,6606.1,29.11,16,None,11.7,-37.9,Storm
AB3403,17-03-2024,SHJ-DOH,A320,1460.5,13838.9,186,7616.8,7765.7,7282,26.38,46,Late Arrival,23.8,-12.3,Fog
AB3404,01-02-2024,SHJ-JED,A320,1984.8,14971.1,170,9428.3,9551.4,9173.5,29.32,0,Weather,20.2,-9.1,Clear
AB3405,19-02-2024,SHJ-RUH,A321,1858.3,16781.8,194,9896.8,9949.5,9606.3,30.11,1,Technical,19.3,-0.3,Clear
AB3406,03-03-2024,SHJ-DOH,A321,2016.7,16508,200,9227.8,9350.7,8712.2,29.31,20,None,20.2,-47.4,Clear
AB3407,25-02-2024,SHJ-CAI,A321,2659.4,15035.6,240,10118,10202.7,9799.9,31.61,22,Technical,18.1,-28,Rain
AB3408,26-04-2024,SHJ-CAI,A321,2069,16550.6,191,10179.7,10329.9,9944.2,29.98,8,ATC,20.9,-10.5,Cloudy
AB3409,19-04-2024,SHJ-RUH,A320,1507.5,15731.7,159,8695.6,8671.1,8323.2,27.34,26,None,18.3,-9.7,Storm
AB3410,16-02-2024,SHJ-DEL,A320,1818.5,15229.4,167,9424.1,9517.7,9222.1,27.41,17,ATC,16.6,-23.4,Cloudy
AB3411,12-01-2024,SHJ-RUH,A320,1659,13539.3,164,5978.7,6081.6,5908.8,25.23,6,Technical,16.1,-11.9,Fog
AB3412,29-04-2024,SHJ-CAI,A321,2065.6,18069.5,226,7987.7,8164.1,7716.1,28.3,8,ATC,25,-28.1,Cloudy
AB3413,19-04-2024,SHJ-DOH,A321,2424.6,15590,152,10728.5,10853.8,10384.7,27.91,0,None,23.8,-16.4,Cloudy
AB3414,30-01-2024,SHJ-DOH,A321,2176.5,16720.9,240,10223.7,10253.5,9971.2,29.59,0,ATC,12.1,-0.3,Clear
